Table 1
Set;Card ID;Name;Number;Rarity;Type;
twi;36;Devastating Gunship;2;C;Standard;
twi;37;Droideka Security;4;C;Standard;
twi;38;Providence Destroyer;2;U;Standard;
twi;39;Malevolence, Grievous's Secret Weapon;;R;Standard;
twi;40;A Fine Addition;;R;Standard;
twi;41;Lethal Crackdown;1;U;Standard;
twi;42;Barriss Offee, Unassuming Apprentice;1;R;Standard;
twi;43;Outspoken Representative;4;C;Standard;
twi;44;Kashyyk Defender;1;U;Standard;
twi;45;41st Elite Corps;2;C;Standard;
twi;46;Captain Typho, Protecting the Senator;1;U;Standard;
twi;47;Satine Kryze, Committed to Peace;1;L;Standard;
twi;48;Obi-Wan's Aethersprite, This is why I hate flying;2;U;Standard;
twi;49;Knight of the Republic;4;C;Standard;
twi;50;Luminara Unduli, Soft-Spoken Master;;R;Standard;
twi;51;For the Republic;;R;Standard;
twi;52;Hello There;;U;Standard;
twi;53;Finn, On the Run;1;U;Standard;
twi;54;Duchess's Champion;2;U;Standard;
twi;55;Equalize;;R;Standard;
twi;56;Compassionate Senator;1;U;Standard;
twi;57;Warrior Drone;3;C;Standard;
twi;58;Padawan Starfighter;3;C;Standard;
twi;59;Royal Guard Attaché;2;C;Standard;
twi;60;Trade Federation Shuttle;3;C;Standard;
twi;61;Infantry of the 212th;4;C;Standard;
twi;62;Daughter of Dathomir;2;C;Standard;
twi;63;Vulture Interceptor Wing;2;U;Standard;
twi;64;Ki-Adi-Mundi, Composed and Confident;;L;Standard;
twi;65;Falchion Ion Tank;3;C;Standard;
twi;66;Multi-Troop Transport;2;C;Standard;
twi;67;The Zillo Beast, Awoken from the Depths;1;R;Standard;
twi;68;Foresight;1;R;Standard;
twi;69;Roger Roger;1;R;Standard;
twi;70;Perilous Position;4;C;Standard;
twi;71;Unshakeable Will;1;U;Standard;
twi;72;I have the High Ground;;R;Standard;
twi;73;Grievous Reassembly;4;C;Standard;
twi;74;Guarding the Way;3;C;Standard;
twi;75;Disruptive Burst;3;U;Standard;
twi;76;Death by Droids;1;U;Standard;
twi;77;Vanquish;6;C;Standard;
twi;78;The Invasion of Christophsis;1;L;Standard;
twi;79;Confederate Courier;2;C;Standard;
twi;80;Poggle the Lesser, Archduke of the Stalgasin Hive;1;R;Standard;
twi;81;Droid Commando;3;C;Standard;
twi;82;MagnaGuard Wing Leader;;U;Standard;
twi;83;General's Guardian;;S;Standard;
twi;84;Kraken, Confederate Tactician;4;U;Standard;
twi;85;Kalani, Analytical General;;R;Standard;
twi;86;Admiral Trench, Holding the Line;2;U;Standard;
twi;87;Separatist Super Tank;3;C;Standard;
twi;88;Reprocess;1;U;Standard;
twi;89;Consolidation of Power;;R;Standard;
twi;90;Echo, Valiant ARC Trooper;1;U;Standard;
twi;91;Republic Tactical Officer;3;C;Standard;
twi;92;Admiral Yularen, Advising Caution;1;R;Standard;
twi;93;Advanced Recon Commando;4;C;Standard;
twi;94;Shaak Ti, Unity Wins Wars;4;U;Standard;
twi;95;Pelta Supply Frigate;3;C;Standard;
twi;96;Aayla Secura, Master of the Blade;;L;Standard;
twi;97;Captain Rex, Lead by Example;;S;Standard;
twi;98;Republic Defense Carrier;1;U;Standard;
twi;99;Synchronized Strike;1;U;Standard;
twi;100;Petition the Senate;;R;Standard;
twi;101;Mas Amedda, Vice Chair;2;R;Standard;
twi;102;Manufactured Soldiers;1;U;Standard;
twi;103;Pyrrhic Assault;;L;Standard;
twi;104;Obedient Vanguard;3;C;Standard;
twi;105;Steadfast Senator;2;U;Standard;
twi;106;Coruscant Guard;3;C;Standard;
twi;107;Patrolling V-Wing;3;C;Standard;
twi;108;Ryloth Militia;3;C;Standard;
twi;109;501st Liberator;2;C;Standard;
twi;110;Huyang, Enduring Instructor;1;U;Standard;
twi;111;Republic ARC-170;5;C;Standard;
twi;112;Subjugating Starfighter;3;C;Standard;
twi;113;B2 Legionnaires;4;C;Standard;
twi;114;Clone Commander Cody, Commanding the 212th;3;U;Standard;
twi;115;Osi Sobeck, Warden of the Citadel;1;U;Standard;
twi;116;Clone;1;L;Standard;
twi;117;Baktoid Spider Droid;4;C;Standard;
twi;118;Gor, Grievous's Pet;;L;Standard;
twi;119;Nameless Valor;3;U;Standard;
twi;120;Strategic Acumen;4;C;Standard;
twi;121;General's Blade;;R;Standard;
twi;122;Squad Support;2;U;Standard;
twi;123;Outflank;2;C;Standard;
twi;124;Tactical Advantage;6;C;Standard;
twi;125;The Clone Wars;1;R;Standard;
twi;126;Encouraging Leadership;3;C;Standard;
twi;127;Resupply;6;C;Standard;
twi;128;Take Captive;6;C;Standard;
twi;129;In Defense of Kamino;1;R;Standard;
twi;130;Bo-Katan Kryze, Death Watch Lieutenant;1;R;Standard;
twi;131;OOM-Series Officer;2;C;Standard;
twi;132;Confederate Tri-Fighter;1;U;Standard;
twi;133;B1 Attack Platform;4;C;Standard;
twi;134;Asajj Ventress, Count Dooku's Assassin;2;U;Standard;
twi;135;Darth Maul, Revenge At Last;;L;Standard;
twi;136;Squadron of Vultures;2;C;Standard;
twi;137;Savage Opress, Monster;;U;Standard;
twi;138;Count Dooku, Fallen Jedi;;R;Standard;
twi;139;Corner the Prey;;R;Standard;
twi;140;Self-Destruct;2;U;Standard;
twi;141;Soldier of the 501st;2;C;Standard;
twi;142;Anakin's Interceptor, Where the Fun Begins;1;U;Standard;
twi;143;Jyn Erso, Stardust;2;R;Standard;
twi;144;Batch Brothers;3;C;Standard;
twi;145;Jesse, Hard-Fighting Patriot;2;U;Standard;
twi;146;Steela Gerrera, Beloved Tactician;2;R;Standard;
twi;147;Anakin Skywalker, Maverick Mentor;;S;Standard;
twi;148;Senatorial Corvette;4;C;Standard;
twi;149;Low Altitude Gunship;1;U;Standard;
twi;150;Saw Gerrera, Resistance is not Terrorism;;R;Standard;
twi;151;Resolute, Under Anakin's Command;;L;Standard;
twi;152;Mace Windu's Lightsaber;1;R;Standard;
twi;153;Bold Resistance;2;U;Standard;
twi;154;Mister Bones, I Performed Violence;3;R;Standard;
twi;155;Twice the Pride;1;U;Standard;
twi;156;Unlimited Power;;L;Standard;
twi;157;Disaffected Senator;1;U;Standard;
twi;158;Clone Heavy Gunner;3;C;Standard;
twi;159;Dendup's Loyalist;3;C;Standard;
twi;160;Vanguard Droid Bomber;4;C;Standard;
twi;161;Bold Recon Commando;5;C;Standard;
twi;162;Reckless Torrent;2;C;Standard;
twi;163;Relentless Rocket Droid;4;C;Standard;
twi;164;Hevy, Staunch Martyr;1;U;Standard;
twi;165;Kit Fisto, The Smiling Jedi;;R;Standard;
twi;166;Aurra Sing, Crackshot Sniper;2;U;Standard;
twi;167;Heavy Persuader Tank;4;C;Standard;
twi;168;Old Access Codes;4;C;Standard;
twi;169;Clone Cohort;2;U;Standard;
twi;170;Daring Raid;6;C;Standard;
twi;171;Grenade Strike;3;C;Standard;
twi;172;Grim Resolve;3;C;Standard;
twi;173;Blood Sport;3;U;Standard;
twi;174;Open Fire;6;C;Standard;
twi;175;Strategic Analysis;3;C;Standard;
twi;176;Caught in the Crossfire;;R;Standard;
twi;177;Guerilla Insurgency;;R;Standard;
twi;178;Planetary Invasion;1;L;Standard;
twi;179;Soulless One, Customized for Grievous;3;U;Standard;
twi;180;Separatist Commando;;S;Standard;
twi;181;Elite P-38 Starfighter;5;C;Standard;
twi;182;Infiltrating Demolisher;3;C;Standard;
twi;183;Rush Clovis, Banking Clan Scion;;R;Standard;
twi;184;Tactical Droid Commander;1;U;Standard;
twi;185;Ziro the Hutt, Colorful Schemer;2;U;Standard;
twi;186;San Hill, Chairman of the Banking Clan;;R;Standard;
twi;187;Cad Bane, Hostage Taker;;L;Standard;
twi;188;Wartime Profiteering;2;U;Standard;
twi;189;Unnatural Life;;R;Standard;
twi;190;On the Doorstep;4;C;Standard;
twi;191;Wolf Pack Escort;5;C;Standard;
twi;192;Padmé Amidala, Pursuing Peace;1;U;Standard;
twi;193;R2-D2, Full of solutions;3;U;Standard;
twi;194;Ahsoka Tano, Always ready for trouble;;L;Standard;
twi;195;Sabine Wren, You can count on me;1;R;Standard;
twi;196;Plo Koon, Koh-To-Yah!;3;U;Standard;
twi;197;Republic Attack Pod;3;C;Standard;
twi;198;Enfys Nest, Champion of Justice;2;R;Standard;
twi;199;Clear the Field;4;U;Standard;
twi;200;Creative Thinking;4;C;Standard;
twi;201;Aid from the Innocent;;R;Standard;
twi;202;Jar Jar Binks, Foolish Gungan;1;U;Standard;
twi;203;Chancellor Palpatine, Wartime Chancellor;1;L;Standard;
twi;204;Impropriety Among Thieves;2;R;Standard;
twi;205;Clone Dive Trooper;2;C;Standard;
twi;206;Independent Senator;2;U;Standard;
twi;207;B1 Security Team;4;C;Standard;
twi;208;Favorable Delegate;3;C;Standard;
twi;209;Hotshot V-Wing;3;C;Standard;
twi;210;Lux Bonteri, Renegade Separatist;1;U;Standard;
twi;211;Sly Moore, Secretive Advisor;;R;Standard;
twi;212;Freelance Assassin;2;C;Standard;
twi;213;Sanctioner's Shuttle;1;U;Standard;
twi;214;Hidden Sharpshooter;3;C;Standard;
twi;215;Geonosis Patrol Fighter;2;C;Standard;
twi;216;Fives, In search of Truth;;R;Standard;
twi;217;Tri-Droid Suppressor;3;C;Standard;
twi;218;Droid Cohort;4;C;Standard;
twi;219;On Top of Things;;U;Standard;
twi;220;Shadowed Intentions;1;R;Standard;
twi;221;In Pursuit;5;C;Standard;
twi;222;Political Pressure;4;C;Standard;
twi;223;Unmasking the Conspiracy;;R;Standard;
twi;224;Breaking In;2;C;Standard;
twi;225;Now There Are Two of Them;;L;Standard;
twi;226;Waylay;6;C;Standard;
twi;227;Prisoner of War;3;U;Standard;
twi;228;Droid Starfighter;4;C;Standard;
twi;229;Battle Droid Escort;;S;Standard;
twi;230;Super Battle Droid;4;C;Standard;
twi;231;Dwarf Spider Droid;4;C;Standard;
twi;232;Patrolling AAT;3;C;Standard;
twi;233;Hailfire Tank;2;C;Standard;
twi;234;The Invisible Hand, Imposing Flagship;3;R;Standard;
twi;235;Battle Droid Legion;2;U;Standard;
twi;236;Griveous's Wheel Bike;;S;Standard;
twi;237;Droid Deployment;4;C;Standard;
twi;238;Merciless Contest;4;C;Standard;
twi;239;Execute Order 66;;R;Standard;
twi;240;332nd Stalwart;;S;Standard;
twi;241;Phase I Clone Trooper;3;C;Standard;
twi;242;Phase II Clone Trooper;3;C;Standard;
twi;243;Republic Commando;4;C;Standard;
twi;244;Eta-2 Light Interceptor;3;C;Standard;
twi;245;Armored Saber Tank;2;C;Standard;
twi;246;Tranquility, Inspiring Flagship;;R;Standard;
twi;247;AT-TE Vanguard;1;U;Standard;
twi;248;Ahsoka's Padawan Lightsaber;;S;Standard;
twi;249;Heroes on Both Sides;1;C;Standard;
twi;250;Sword and Shield Maneuver;3;U;Standard;
twi;251;Drop In;4;C;Standard;
twi;252;Aggrieved Parliamentarian;2;C;Standard;
twi;253;Headhunter Squadron;3;C;Standard;
twi;254;Volunteer Soldier;7;C;Standard;
twi;255;Brain Invaders;1;R;Standard;
twi;256;Hold-Out Blaster;3;C;Standard;
twi;257;Private Manufacturing;1;U;Standard;
twi;T01;Battle Droid;;Token;Standard;
twi;T02;Clone Trooper;;Token;Standard;
jtl;1;Asajj Ventress, I Work Alone;1;R;Leader;
jtl;2;Grand Admiral Thrawn, How Unfortunate;1;C;Leader;
jtl;3;Lando Calrissian, Buying Time;1;R;Leader;
jtl;4;Rose Tico, Saving What We Love;1;C;Leader;
jtl;5;Admiral Piett, Commanding the Armada;1;R;Leader;
jtl;6;Darth Vader, Victor Squadron Leader;1;C;Leader;
jtl;7;Admiral Holdo, We're Not Alone;1;R;Leader;
jtl;8;Wedge Antilles, Leader of the red squadron;1;C;Leader;
jtl;9;Boba Fett, Any Methods Necessary;1;S;Leader;
jtl;10;Captain Phasma, Chrome Dome;1;R;Leader;
jtl;11;Major Vonreg, Red Baron;1;C;Leader;
jtl;12;Luke Skywalker, Hero of Yavin;1;C;Leader;
jtl;13;Poe Dameron, I can fly anything;;R;Leader;
jtl;14;Admiral Trench, CHK-CHK-CHK-CHK;1;R;Leader;
jtl;15;Rio Durant, Wisecracking Wheelman;1;C;Leader;
jtl;16;Admiral Ackbar, It's a trap!;1;C;Leader;
jtl;17;Han Solo, Never Tell Me The Odds;1;S;Leader;
jtl;18;Kazuda Xiono, Best Pilot in the Galaxy;1;R;Leader;
jtl;19;City in the Clouds;;C;Base;
jtl;20;Shield Generator Complex;;C;Base;
jtl;21;Colossus;;R;Base;
jtl;22;Resistance Headquarters;;C;Base;
jtl;23;Theed Palace;;C;Base;
jtl;24;Data Vault;1;R;Base;
jtl;25;Thermal Oscillator;1;R;Base;
jtl;26;Massassi Temple;;C;Base;
jtl;27;Nadiri Dockyards;;C;Base;
jtl;28;Nabat Village;;R;Base;
jtl;29;Chopper Base;;C;Base;
jtl;30;Mos Eisley;;C;Base;
jtl;31;Lake Country;1;R;Base;
jtl;32;Director Krennic, On the Verge of Greatness;1;U;Standard;
jtl;33;Onyx Squadron Brute;3;C;Standard;
jtl;34;Interceptor Ace;;C;Standard;
jtl;35;Tam Ryvora, Searching for Purpose;1;R;Standard;
jtl;36;Iden Versio, Adapt or die;;R;Standard;
jtl;37;Banshee, Crippling Command;2;U;Standard;
jtl;38;Corvus, Inferno Squadron Raider;;R;Standard;
jtl;39;Chimaera, Reinforcing the Center;2;U;Standard;
jtl;40;Fleet Interdictor;4;C;Standard;
jtl;41;Annihilator, Tagge's Flagship;;L;Standard;
jtl;42;Power from Pain;2;U;Standard;
jtl;43;No glory, only results;;R;Standard;
jtl;44;Echo Base Engineer;3;C;Standard;
jtl;45;Hera Syndulla, We've lost enough;1;U;Standard;
jtl;46;Paige Tico, Dropping the Hammer;2;U;Standard;
jtl;47;Admiral Yularen, Fleet Coordinator;1;R;Standard;
jtl;48;Cassian Andor, Threading the Eye;1;R;Standard;
jtl;49;L3-37, Get out of my seat;1;R;Standard;
jtl;50;Phantom II, Modified to dock;1;R;Standard;
jtl;51;Red Squadron X-Wing;1;C;Standard;
jtl;52;D'Qar Cargo Frigate;2;C;Standard;
jtl;53;The Ghost, Heart of the Family;2;L;Standard;
jtl;54;Gold Leader, Fastest Ship in the Fleet;2;U;Standard;
jtl;55;You're all clear, Kid;;U;Standard;
jtl;56;Hondo Ohnaka, Superfluous Swindler;;L;Standard;
jtl;57;Astromech Pilot;2;U;Standard;
jtl;58;Academy Graduate;3;C;Standard;
jtl;59;Corporate Defense Shuttle;2;R;Standard;
jtl;60;Desperate Commando;3;C;Standard;
jtl;61;Royal Security Fighter;3;C;Standard;
jtl;62;Silver Angel, Trace's Hope;2;U;Standard;
jtl;63;Landing Shuttle;3;C;Standard;
jtl;64;Omicron Strike Craft;3;C;Standard;
jtl;65;Outer Rim Outlaws;2;C;Standard;
jtl;66;Trace Martez, Trusting Sister;1;U;Standard;
jtl;67;Cloaked StarViper;4;C;Standard;
jtl;68;Perimeter AT-RT;6;C;Standard;
jtl;69;Munificent Frigate;3;C;Standard;
jtl;70;U-Wing Lander;1;U;Standard;
jtl;71;CR90 Relief Runner;4;C;Standard;
jtl;72;Wing Guard Security Team;3;U;Standard;
jtl;73;Grim Valor;1;U;Standard;
jtl;74;Close the Shield Gate;;R;Standard;
jtl;75;Repair;;C;Standard;
jtl;76;Covering the Wing;2;C;Standard;
jtl;77;In the Heat of Battle;;R;Standard;
jtl;78;Direct Hit;6;C;Standard;
jtl;79;Out the Airlock;3;C;Standard;
jtl;80;Nebula Ignition;;L;Standard;
jtl;81;First Order TIE Fighter;4;C;Standard;
jtl;82;Kijimi Patrollers;4;C;Standard;
jtl;83;Pantoran Starship Thief;;R;Standard;
jtl;84;Wingman Victor Two, Mauler Mithel;1;U;Standard;
jtl;85;Victor Leader, Leading from the front;;R;Standard;
jtl;86;Wingman Victor Three, Backstabber;1;U;Standard;
jtl;87;TIE Ambush Squadron;1;C;Standard;
jtl;88;Captain Phasma, On My Command;;U;Standard;
jtl;89;The Invisible Hand, Crawling with Vultures;1;R;Standard;
jtl;90;Executor, Might of the Empire;;L;Standard;
jtl;91;Apology Accepted;3;U;Standard;
jtl;92;Scramble Fighters;;L;Standard;
jtl;93;Nien Nunb, Loyal Co-Pilot;1;R;Standard;
jtl;94;Luke Skywalker, You still with me?;;R;Standard;
jtl;95;Phoenix Squadron A-Wing;;C;Standard;
jtl;96;Blue Leader, Scarif Air Support;4;U;Standard;
jtl;97;Leia Organa, Pilots, To Your Stations;3;U;Standard;
jtl;98;Snap Wexley, Resistance Recon Flier;3;R;Standard;
jtl;99;Veteran Fleet Officer;2;C;Standard;
jtl;100;Poe Dameron, One Hell of a Pilot;3;U;Standard;
jtl;101;Red Leader, Form Up;2;U;Standard;
jtl;102;Resistance Blue Squadron;4;C;Standard;
jtl;103;Chewbacca, Faithful First Mate;3;S;Standard;
jtl;104;Raddus, Holdo's Final Command;1;R;Standard;
jtl;105;The Starhawk, Prototype Battleship;;L;Standard;
jtl;106;Unity of Purpose;1;L;Standard;
jtl;107;Bunker Defender;2;C;Standard;
jtl;108;Clone Pilot;4;C;Standard;
jtl;109;Jarek Yeager, Coordinating with the Resistance;1;U;Standard;
jtl;110;Scouting Headhunter;5;C;Standard;
jtl;111;Seasoned Fleet Admiral;;R;Standard;
jtl;112;Eager Escort Fighter;3;C;Standard;
jtl;113;Homestead Militia;6;C;Standard;
jtl;114;Adept ARC-170;2;C;Standard;
jtl;115;Clone Combat Squadron;1;U;Standard;
jtl;116;Dornean Gunship;2;U;Standard;
jtl;117;General Draven, Doing What Must Be Done;1;R;Standard;
jtl;118;MC30 Assault Frigate;3;C;Standard;
jtl;119;Resupply Carrier;2;C;Standard;
jtl;120;Dorsal Turret;5;C;Standard;
jtl;121;Salvage;3;U;Standard;
jtl;122;All Wings Report In;3;C;Standard;
jtl;123;Dogfight;2;U;Standard;
jtl;124;Tandem Assault;5;C;Standard;
jtl;125;Air Superiority;3;C;Standard;
jtl;126;Eject;;R;Standard;
jtl;127;Lightspeed Assault;;R;Standard;
jtl;128;Prepare for Takeoff;6;U;Standard;
jtl;129;Focus Fire;2;C;Standard;
jtl;130;Timely Reinforcements;;U;Standard;
jtl;131;Turbolaser Salvo;;R;Standard;
jtl;132;First Order Stormtrooper;6;C;Standard;
jtl;133;Allegiant General Pryde, Ruthless and Loyal;2;R;Standard;
jtl;134;General Hux, No Terms, No Surrender;2;U;Standard;
jtl;135;Special Forces TIE Fighter;3;C;Standard;
jtl;136;Prototype TIE Advanced;2;C;Standard;
jtl;137;Vonreg's TIE Interceptor, Ace of the First Order;2;U;Standard;
jtl;138;Decimator of Dissidents;2;U;Standard;
jtl;139;Dengar, Crude and Slovenly;3;U;Standard;
jtl;140;IG-2000, Assassin's Aggressor;1;R;Standard;
jtl;141;IG-88, Murderous Phlutdroid;1;R;Standard;
jtl;142;Darth Vader, Scourge of Squadrons;;L;Standard;
jtl;143;Devastator, Hunting the Rebellion;;L;Standard;
jtl;144;No Disintegrations;3;S;Standard;
jtl;145;BB-8, Happy Beeps;;U;Standard;
jtl;146;Massassi Tactical Officer;3;C;Standard;
jtl;147;Black One, Straight at them;;R;Standard;
jtl;148;Frisk, Vanguard Loudmouth;2;U;Standard;
jtl;149;Red Squadron Y-Wing;2;C;Standard;
jtl;150;Biggs Darklighter, They'll never stop us;;U;Standard;
jtl;151;Red Five, Running the Trench;1;U;Standard;
jtl;152;Tactical Heavy Bomber;1;R;Standard;
jtl;153;Rebellious Hammerhead;4;C;Standard;
jtl;154;Profundity, We Fight!;;L;Standard;
jtl;155;They Hate That Ship;2;R;Standard;
jtl;156;Trench Run;;R;Standard;
jtl;157;Relentless Firespray;;R;Standard;
jtl;158;Crackshot V-Wing;2;C;Standard;
jtl;159;Determined Recruit;2;C;Standard;
jtl;160;Supporting Eta-2;3;C;Standard;
jtl;161;Captain Tarkin, Full Forward Assault;2;U;Standard;
jtl;162;Droid Missile Platform;3;C;Standard;
jtl;163;AT-DP Occupier;4;C;Standard;
jtl;164;Cham Syndulla, Rallying Ryloth;1;U;Standard;
jtl;165;Hunting Aggressor;6;U;Standard;
jtl;166;Orbiting K-Wing;3;C;Standard;
jtl;167;Occupier Siege Tank;6;C;Standard;
jtl;168;Insurgent Saboteurs;5;C;Standard;
jtl;169;Shadow Caster, Just Business;;L;Standard;
jtl;170;War Juggernaut;2;U;Standard;
jtl;171;Targeting Computer;;R;Standard;
jtl;172;Twin Laser Turret;3;C;Standard;
jtl;173;Fight Fire with Fire;;C;Standard;
jtl;174;Hotshot Maneuver;;U;Standard;
jtl;175;System Shock;4;C;Standard;
jtl;176;Shoot Down;2;C;Standard;
jtl;177;Stay on Target;1;U;Standard;
jtl;178;Face Off;2;U;Standard;
jtl;179;Koiogran Turn;2;C;Standard;
jtl;180;Piercing Shot;1;C;Standard;
jtl;181;Planetary Bombardment;2;L;Standard;
jtl;182;Rampart, Enjoy the Exit;2;R;Standard;
jtl;183;Zygerrian Starhopper;5;C;Standard;
jtl;184;Contracted Jumpmaster;4;C;Standard;
jtl;185;Hound's Tooth, Reliable and Deadly;3;S;Standard;
jtl;186;Mist Hunter, The Findsman's Pursuit;;U;Standard;
jtl;187;Bossk, Hunt By Instinct;3;S;Standard;
jtl;188;Moff Gideon, I Know Everything;1;R;Standard;
jtl;189;Boba Fett, Feared Bounty Hunter;1;R;Standard;
jtl;190;Techno Union Transport;3;C;Standard;
jtl;191;Invincible, Naval Adversary;;L;Standard;
jtl;192;In Debt to Crimson Dawn;3;U;Standard;
jtl;193;I have you now;2;U;Standard;
jtl;194;Heartless Tactics;2;U;Standard;
jtl;195;Cat and Mouse;;R;Standard;
jtl;196;Dagger Squadron Pilot;5;C;Standard;
jtl;197;Anakin Skywalker, I'll try spinning;;U;Standard;
jtl;198;Fireball, An Explosion with Wings;1;U;Standard;
jtl;199;Blade Squadron B-Wing;3;C;Standard;
jtl;200;Shuttle Tydirium, Fly Casual;3;S;Standard;
jtl;201;Ahsoka Tano, Chasing Whispers;1;R;Standard;
jtl;202;Black Squadron Scout Wing;4;C;Standard;
jtl;203;Han Solo, Has his moments;1;L;Standard;
jtl;204;Home One, On my Mark;1;L;Standard;
jtl;205;Commence Patrol;2;U;Standard;
jtl;206;Fly Casual;;U;Standard;
jtl;207;Jam Communications;;R;Standard;
jtl;208;Never Tell Me The Odds;4;S;Standard;
jtl;209;It's a trap;1;R;Standard;
jtl;210;The Mandalorian, Weathered Pilot;2;U;Standard;
jtl;211;Independent Smuggler;3;C;Standard;
jtl;212;Republic Y-Wing;3;C;Standard;
jtl;213;Sidon Ithano, The Crimson Corsair;;R;Standard;
jtl;214;X-34 Landspeeder;2;C;Standard;
jtl;215;BoShek, Charismatic Smuggler;4;U;Standard;
jtl;216;Contracted Hunter;3;U;Standard;
jtl;217;Death Space Skirmisher;2;C;Standard;
jtl;218;Guerilla Soldier;5;C;Standard;
jtl;219;Rafa Martez, Shrewd Sister;2;U;Standard;
jtl;220;Skyway Cloud Car;3;C;Standard;
jtl;221;Stolen AT-Hauler;;L;Standard;
jtl;222;Kimogila Heavy Fighter;3;C;Standard;
jtl;223;Razor Crest, Ride for Hire;2;U;Standard;
jtl;224;Shadowed Hover Tank;3;C;Standard;
jtl;225;Corporate Light Cruiser;2;C;Standard;
jtl;226;Radiant VII, Ambassadors' Arrival;1;L;Standard;
jtl;227;Superheavy Ion Cannon;1;R;Standard;
jtl;228;Barrel Roll;4;C;Standard;
jtl;229;Diversion;5;C;Standard;
jtl;230;Electromagnetic Pulse;2;C;Standard;
jtl;231;Punch It;2;C;Standard;
jtl;232;Jump to Lightspeed;2;R;Standard;
jtl;233;Sweep the Area;2;U;Standard;
jtl;234;Torpedo Barrage;2;C;Standard;
jtl;235;Commandeer;1;R;Standard;
jtl;236;Indoctrinated Conscript;4;C;Standard;
jtl;237;TIE Bomber;4;C;Standard;
jtl;238;Sith Trooper;3;C;Standard;
jtl;239;TIE Dagger Vanguard;2;C;Standard;
jtl;240;Fett's Firespray, Feared Silhouette;3;S;Standard;
jtl;241;Rogue-class Starfighter;4;C;Standard;
jtl;242;Shuttle ST-149, Under Krennic's Authority;;U;Standard;
jtl;243;Quasar TIE Carrier;3;C;Standard;
jtl;244;There Is No Escape;1;R;Standard;
jtl;245;R2-D2, Artooooooooo!;3;U;Standard;
jtl;246;Hopeful Volunteer;2;C;Standard;
jtl;247;Resistance X-Wing;5;C;Standard;
jtl;248;Dilapidated Ski Speeder;1;C;Standard;
jtl;249;Millennium Falcon, Get out and push;3;S;Standard;
jtl;250;Sabine's Masterpiece, Crazy Colorful;;R;Standard;
jtl;251;Jedi Light Cruiser;2;C;Standard;
jtl;252;Tantive IV, Fleeing the Empire;2;U;Standard;
jtl;253;Coordinated Front;2;C;Standard;
jtl;254;Dedicated Wingmen;3;C;Standard;
jtl;255;Sullustan Spacer;3;C;Standard;
jtl;256;Swarming Vulture Droid;12;C;Standard;
jtl;257;Flanking Fang Fighter;2;C;Standard;
jtl;258;Corelian Freighter;6;C;Standard;
jtl;259;Retrofitted Airspeeder;2;U;Standard;
jtl;260;Death Star Plans;;L;Standard;
jtl;261;Attack Run;3;C;Standard;
jtl;262;Evasive Maneuver;2;x;Standard;
